ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
600299.SH,20251031,20251031,20250930,1,1,3,2681901273.0,1004724989.0,12630658338.0,714341527.0,,1759751219.0,,,2093738151.0,,109688365.0,,1492533.0,2476884888.0,,,,,,,,,708833837.0,7319268891.0,,,16308848.0,,,,333440275.0,8511045926.0,3088628228.0,,,,,1951327522.0,271057210.0,2266023929.0,2398772.0,441195571.0,,303088799.0,17855003611.0,,,,2903449.0,,,,,,,,,,,,,25174272502.0,1889718377.0,51124370.0,,,,,40108000.0,1688664362.0,,,,576444498.0,441801026.0,1830122.0,75016.0,1034041058.0,,,,,,,,450695079.0,709537.0,4329549609.0,,,,341280473.0,915373952.0,131760158.0,,3900319783.0,,1107593.0,,,,,,,,,,,,,,,8229869392.0,,,,,31408768.0,16912994342.0,16944403110.0,25174272502.0,308304249.0,-118631785.0,,,,,,,,,,,,42948948.0,2093738151.0,1728772362.0,167468982.0,8511045926.0,3088628228.0,1035946196.0,17239396.0,,,0
002461.SZ,20251024,20251024,20250930,1,1,3,2213328480.0,4504528968.93,4023722066.17,332278792.46,,7713627422.27,1059863339.27,0.0,27900700.99,2132205.16,18857017.13,0.0,0.0,576202460.4,,0.0,,,,,,,30550747.95,9429133893.17,,,,55753216.09,,,,3287927399.97,943158533.34,,,,,2191923263.62,0.0,,0.0,383466193.5,,39149641.31,7065772382.32,,,,,,,,,,,,,,,,,16494906275.49,0.0,2531325768.85,,,,,145929472.89,507501548.47,43671.95,,,191326039.84,169868204.99,0.0,0.0,418655647.7,,,,,,,,1022645.09,11721766.69,4533215659.9,0.0,,,0.0,24038783.15,788304188.44,0.0,821209171.02,,,,,,,,,,,,,,,,,5354424830.92,,,,,62705065.36,11077776379.21,11140481444.57,16494906275.49,,3918071.65,,,,,,,0.0,,,,,555820893.43,27900700.99,653431021.36,2132205.16,3287927399.97,943158533.34,418655647.7,0.0,,,0
603707.SH,20251025,20251025,20250930,1,1,3,1615634969.0,587288595.87,3936328698.07,535696037.71,31648520.39,1447642112.17,1251651970.37,,1017253734.48,,104249863.23,,,3403781461.93,,,,,,,,,34060510.92,7530416166.22,,,,,,,,,147261460.97,,,,,330334957.3,805213483.4,128016890.2,901967.29,165586902.11,,53128138.02,2777039115.22,,,,,,,,,,,,,,,,,10307455281.44,316160825.0,1508112691.12,,,,1364303.11,,687896846.96,27786888.36,,,222107817.38,25994589.3,,,,,,,,,,,534164187.95,7762809.5,3062756030.58,,,,,31147745.24,79977987.04,,493518926.36,,,,,,,,,,,,,,,,,3556274956.94,10220709.6,,,,-3525922.17,6754706246.67,6751180324.5,10307455281.44,,9040064.69,49290070.54,,,,,,,,,,,9506051.94,1017253734.48,687896846.96,252127700.54,1022613907.73,147261460.97,38059844.96,6170000.0,,,0
601998.SH,20251031,20251031,20250930,1,2,3,55645000000.0,95566000000.0,383262000000.0,67629000000.0,,,722456000000.0,,,,,,,,,,,515934000000.0,,,,65350000000.0,,,,,7760000000.0,514000000.0,,91808000000.0,,70286000000.0,1209000000.0,,,,,3028000000.0,,933000000.0,,54874000000.0,5667134000000.0,,,346142000000.0,71652000000.0,47047000000.0,39124000000.0,,,,,,,,,,,,,9898128000000.0,,,177469000000.0,,122422000000.0,4937000000.0,,,,423068000000.0,,19806000000.0,4754000000.0,,,,,,,,,,,,,,1272691000000.0,,,11030000000.0,132000000.0,,,,769999000000.0,40857000000.0,6150003000000.0,,48049000000.0,,,,,,,,,,,,9055936000000.0,,111990000000.0,,,18877000000.0,823315000000.0,842192000000.0,9898128000000.0,,4275000000.0,104948000000.0,34955000000.0,,,,,,,,,,,,,,,,,,1189474000000.0,989018000000.0,0
601998.SH,20251031,20251031,20250930,1,2,3,55645162264.0,95566000000.0,383262000000.0,67629000000.0,,,722456000000.0,,,,,,,,,,,515934000000.0,,,,65350000000.0,,,,,7760000000.0,514000000.0,,91808000000.0,,70286000000.0,1209000000.0,,,,,3028000000.0,,933000000.0,,54874000000.0,5667134000000.0,,,346142000000.0,71652000000.0,47047000000.0,39124000000.0,,,,,,,,,,,,,9898128000000.0,,,177469000000.0,,122422000000.0,4937000000.0,,,,423068000000.0,,19806000000.0,4754000000.0,,,,,,,,,,,,,,1272691000000.0,,,11030000000.0,132000000.0,,,,769999000000.0,40857000000.0,6150003000000.0,,48049000000.0,,,,,,,,,,,,9055936000000.0,,111990000000.0,,,18877000000.0,823315000000.0,842192000000.0,9898128000000.0,,4275000000.0,104948000000.0,34955000000.0,,,,,,,,,,,,,,,,,,1189474000000.0,989018000000.0,1
688702.SH,20251030,20251030,20250930,1,1,3,410000000.0,2072250872.92,-122574597.5,16005622.48,,1501887720.67,,29140742.27,167087656.1,,240359381.85,,,480149613.48,,,,,,,,,6627027.3,2426370173.64,,,,,,,,,,,,,,12101703.9,,,4398171.33,,,69918239.82,268800779.39,,,,,,,,,,,,,,,,,2695170953.03,,,,,,,,58446005.58,,,,44326463.92,16396014.75,,,,,,,,,,,,8378368.68,212008964.45,,,,,,107480090.68,,107480090.68,,,,,,,,,,,,,,,,,319489055.13,,,,,,2375681897.9,2375681897.9,2695170953.03,,,,,,,,,,,,,,82442289.12,196228398.37,58446005.58,980385.16,182355506.09,,2019822.4,,,,0
688375.SH,20251030,20251030,20250930,1,1,3,596014900.0,4135196631.81,1240977618.15,207865153.64,18826655.49,1684016139.57,120103561.64,116445563.46,3445505394.67,,195671.85,,,462384315.77,,,,,,,,,2151801.36,5845447244.08,,,,95201394.55,,,,1331586419.94,303370366.44,,,,,101989660.67,,,462971.64,80670740.01,,2083343.76,1989637046.36,,,,,,,,,,,,,,,,,7835084290.44,,,,,,,220683849.56,1192429828.91,2368219.9,,,89690117.21,11206030.26,,,,,,,,,,,37348013.13,290871.66,1557231261.89,,,,,,34974188.96,,78972069.46,,,,,,,,,,,,,,,,,1636203331.35,,,,,,6198880959.09,6198880959.09,7835084290.44,,,,,,,,,,,,,,2237474.36,3561950958.13,1413113678.47,803579.63,1331586419.94,303370366.44,976856.9,,,,0
600436.SH,20251018,20251018,20250930,1,1,3,603317210.0,1094846162.96,10793132553.3,1890270682.12,,1347026174.59,,42729725.39,967349874.94,,165218030.88,12563740.3,,6160185112.33,,,,,,,,,1908225003.87,10699470506.7,,,878417397.59,16217476.12,,,,,,,,9437538.68,,267947908.58,,,30098133.93,140995892.19,,3210166208.71,6779275449.25,,,,,,,,,,,,,,,,,17478745955.95,56082859.28,831939034.73,,,,,25713414.79,516139300.73,8430167.58,,,153993410.84,136600094.49,,31500.0,,,,,,,,,40438006.71,6250131.73,2141148182.94,,,,,217512.8,26006054.54,31306198.2,296933148.09,,,,,,,,,,,,,,,,,2438081331.03,,,,,568414912.08,14472249712.84,15040664624.92,17478745955.95,52844176.1,90683104.46,,,,,,,,,,,,,,,,,,,,,,0
600436.SH,20251018,20251018,20250930,1,1,3,603317210.0,1094846162.96,10793132553.3,1890270682.12,,1347026174.59,,42729725.39,967349874.94,,165218030.88,12563740.3,,6160185112.33,,,,,,,,,1908225003.87,10699470506.7,,,878417397.59,16217476.12,,,,,386297594.57,,,9437538.68,,267947908.58,,,30098133.93,140995892.19,,3210166208.71,6779275449.25,,,,,,,,,,,,,,,,,17478745955.95,56082859.28,831939034.73,,,,,25713414.79,516139300.73,8430167.58,,,153993410.84,136600094.49,,31500.0,,,,,,,,,40438006.71,6250131.73,2141148182.94,,,,,217512.8,26006054.54,31306198.2,296933148.09,,,,,,,,,,,,,,,,,2438081331.03,,,,,568414912.08,14472249712.84,15040664624.92,17478745955.95,52844176.1,90683104.46,,,,,,,,,,,1397538.03,182879729.58,1010079600.33,541852715.52,67492308.67,1215657678.43,386297594.57,238764891.76,,,,1
002673.SZ,20251029,20251029,20250930,1,4,3,4469581705.0,15996913110.9,4577809373.32,1512705888.44,,22376687108.28,55626802609.37,,,,,,,,,,3516408361.59,,,,,3090889487.42,,,,,44990812.2,,,6467671313.06,,179093516.39,545017546.82,,,,,204255708.9,,6243686.47,,876718367.05,,,,,,,3630481.0,,,,,2512150850.47,,,,19337624872.68,2531856873.64,,,110583147361.93,,111690221.96,,,4880638659.51,5643575479.97,,,,20523397215.43,,2098571856.82,296124942.42,,,,,,,,,22905782331.64,,,,,12700698832.62,,,,,,,,,755707222.84,,,1950671573.33,,,,,,,,,,,,80675953498.45,50099206.85,3180348453.89,,,225701474.0,29681492389.48,29907193863.48,110583147361.93,,-5766935.22,,,11501661832.31,320953914.56,7583722410.96,816947372.29,,,,,,136608636.98,,,,,,,,,6264233.92,0
000623.SZ,20251031,20251031,20250930,1,1,3,1195895387.0,4897450040.63,21458806561.37,2681599551.8,,1215154230.48,1894097168.52,,761292270.63,,50113850.22,154054908.62,,879187148.08,,,,,,,,,5406312.33,5219502111.97,,,25727808725.16,23171418.6,,,,2002607122.15,443592787.29,,,7645625.67,,453959648.33,79653539.0,,3201731.77,251280297.0,,62941667.32,29356397828.58,,,,,,,,,,,,,,,,,34575899940.55,90000000.0,1142000000.0,,,,,8497140.46,352153090.99,2719194.63,,,31045122.87,26172212.17,15246575.34,234481503.86,579273443.18,,,,,,,,12634439.42,3715744.16,2437033095.43,996725362.59,,,,14096763.73,215264591.59,,1321590329.58,,,,,,,,,,,,,,,,,3758623425.01,420005418.42,,,,249031841.83,30568244673.71,30817276515.54,34575899940.55,,754498551.33,,,,,,,,,,,,29094628.35,761292270.63,360650231.45,182593283.91,2002607122.15,443592787.29,829001522.38,,,,0
300748.SZ,20251021,20251021,20250930,1,1,3,1368466381.0,4044639017.73,1458952854.82,260804399.73,,2940269180.88,335289454.68,185705983.6,2747200587.6,,26661398.46,,,2850756412.65,,685164972.22,,,,,,,158645197.91,10287549511.92,,,8732274.42,,,,,2612988281.12,621521698.06,,,,,286382566.9,,64433072.71,4723599.34,5361397.04,,795261474.35,4432128758.45,,,,,,,,,,,,,,,,,14719678270.37,1227955311.87,1330691228.2,,,,,2222821192.06,855794134.1,,,,60597344.76,35602115.97,,246983746.14,,,,,,,,,46991618.24,16850982.53,5195107469.47,622001190.58,,,,43463765.24,295068799.79,,2190825096.12,,,,,,,,,,,,,,,,,7385932565.59,84566521.2,,,,110794916.23,7222950788.55,7333745704.78,14719678270.37,,-34098718.72,208753375.19,,,,,,,,,,,121389784.28,2932906571.2,3078615326.16,74067517.4,2612988281.12,621521698.06,504369069.33,,,,0
300782.SZ,20251030,20251030,20250930,1,1,3,534943198.0,3665726316.14,5327859700.42,267264355.5,,1215309034.03,5211124.38,,686638822.64,,9621239.2,,,3016034376.4,,17353862.0,,,,,,,468746795.22,5488559034.05,,,78224402.91,,,,,,2422845746.79,,,,,161681896.16,,,36077955.33,108788905.7,,188884535.38,9237008980.92,,,,,,,,,,,,,,,,,14725568014.97,1247697668.08,663274519.18,,,,,83224455.32,1218616310.17,,,,89049379.8,9619724.68,,,,,,,,,,,723374007.6,6023370.13,2824288993.68,,,,,76998932.76,296363446.44,,1883142192.52,,,,,,,,,,,,,,,,,4707431186.2,,,,,857172.76,10017279656.01,10018136828.77,14725568014.97,,221486085.95,,,,,,,,,,,,233772.03,686638822.64,1301840765.49,69643780.18,5808165382.82,2422845746.79,30873454.77,210432566.56,,,0
688166.SH,20251031,20251031,20250930,1,1,3,423102473.0,1036377197.61,975972411.34,86060862.59,,606217317.45,,,328608558.32,,83595346.56,,,369390282.32,,,,,,,,,68097539.72,1466597706.53,,,133689407.0,57404467.21,,,4100000.0,1486735505.63,1237886571.45,,,,,86496659.93,268149745.42,3120100.0,38422268.69,80785460.48,,295608586.5,3893472334.77,,,,,,,,,,,,,,,,,5360070041.3,1008650834.39,149265996.95,,,,193138.98,40000000.0,148968432.68,,,,19693265.52,8204424.74,,,,,,,,,,,725461980.25,19899756.85,1167050820.96,450128932.89,,,,,69202364.94,,1661300790.68,,,,,,,,,,,,,,,,,2828351611.64,10009948.64,,,,83676215.12,2448042214.54,2531718429.66,5360070041.3,,-124695066.81,61234285.45,,,,,,,,,,,45199400.99,328608558.32,188968432.68,5193034.5,1486735505.63,1237886571.45,10164424.0,126019137.33,,,0
002430.SZ,20251029,20251029,20250930,1,1,3,978351447.0,2374318635.63,5468813503.37,600196402.12,254265318.31,2516200135.23,2389501.37,520601306.41,1878447102.67,36512044.6,1129305911.29,0.0,0.0,2352460540.17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649540360.48,11282053572.54,,,150427640.22,32273981.43,,,0.0,,1326917814.69,,,0.0,0.0,573111208.45,16704340.75,288833767.09,0.0,296968156.45,0.0,662228841.39,14223697073.41,,,,0.0,,,,,,,,,,,,,25505750645.95,4806745908.09,405088218.08,0.0,0.0,0.0,0.0,404612257.59,2362099426.64,0.0,0.0,0.0,208513047.55,184322930.79,6306630.86,2169733.15,120592098.03,,,,0.0,0.0,0.0,0.0,1251878351.98,367317726.3,8148257579.02,1139628421.82,,,1324640.0,4641951.15,218754023.19,0.0,6206281900.01,,0.0,,,,,,,,,,,,,,,14354539479.03,5532540.0,,,,1376849583.4,9774361583.52,11151211166.92,25505750645.95,0.0,-13520.0,103962337.09,,,,,,0.0,0.0,,,1653184034.06,2835357158.05,2399048409.08,2766711684.23,36512044.6,10838528095.73,1326917814.69,129068462.04,668400.0,0.0,0.0,0
