ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
688018.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,1.6868,1.6868,1245540795.98,1245540795.98,,,,,,,,,,,,,,,,8433932.88,,,1024765334.36,682505045.87,,,3298890.35,37911611.88,37868504.34,-6651208.56,-1237829.44,,,,,,,,,,,260548372.5,330200.0,68605.73,,260809966.77,-2229798.27,263039765.04,261262177.23,1777587.81,-3176361.49,259863403.55,258085815.74,1777587.81,245492829.32,271045140.06,,,,268244537.84,3081212.07,10965267.77,,,,,,,,,,,,,,,263039765.04,1.0
601696.SH,20250830,20250830.0,20250630,1.0,4.0,2.0,0.2,0.2,1505071902.53,1505071902.53,651326414.69,,,896737070.37,169279944.44,-1319404.32,,,,,538318902.28,97792959.65,249489005.39,1010283.71,-71049367.72,193493035.76,,-323945.89,812327539.39,,214601215.0,,8627056.07,,811799473.37,,,,,,,,812327539.39,,,,2329688.03,692744363.14,95890.65,433402.68,,692406851.11,127364554.72,565042296.39,565040837.56,1458.83,31157854.71,596200151.1,596198692.27,1458.83,,,,,,,,,,,,,,,,,,,,,,,,1.0
000831.SZ,20250830,20250830.0,20250630,1.0,1.0,2.0,0.1524,0.1524,1875183900.59,1875183900.59,,,,,,,,,,,,,,,,10401575.68,3450683.23,,1699401214.59,1624414731.0,,,41741183.01,2117665.6,32691627.75,1898575.64,35482525.56,,,,,,,,,,,193782879.86,4574.27,347778.4,,193439675.73,29559605.64,163880070.09,161708147.17,2171922.92,,163880070.09,161708147.17,2171922.92,,,,,,30484438.36,3655227.02,1797052.15,,,,,,,,,,,,,,,163880070.09,0.0
600295.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.35,0.35,11824505351.52,11824505351.52,,,,,,,,,,,,,,,-38523254.39,470014604.56,382696068.13,,10781100571.35,9150507216.21,,,299203074.3,634016420.92,447737476.85,18798385.28,-158604185.86,,,,,,,,,,,1563586276.58,6408312.4,92724380.81,,1477270208.17,303592266.69,1173677941.48,988669533.25,185008408.23,3240607.52,1176918549.0,991943914.89,184974634.11,1147986722.12,2701153574.51,,,,75684054.86,67621025.3,61134325.83,,,,,,,,,,,,,,,1173677941.48,1.0
601800.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.56,0.56,337054630510.0,337054630510.0,,,,,,,,,,,,,,,-378128236.0,375559662.0,-728141456.0,,321312619146.0,301179392370.0,,,1073852641.0,1390547393.0,7612024847.0,-1164654411.0,-481956721.0,,,,,,,,,,,15965967950.0,378436073.0,141540073.0,,16202863950.0,3335761615.0,12867102335.0,9568353540.0,3298748795.0,1841673774.0,14708776109.0,11391965045.0,3316811064.0,,,,,,8823526886.0,9968501442.0,11224188172.0,,,,,,,,,,,,,,,12867102335.0,0.0
600089.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.6342,0.6342,48400602996.58,48351270208.37,49332788.21,,,,,,,,,,,,,,311456760.74,211507790.64,37819203.39,,44939408966.71,39397943505.38,432730.59,,770609025.28,1417085786.6,1703732801.97,731487831.11,-305351407.08,,,,,,,,,,,4384124592.28,59033807.26,20535275.14,,4422623124.4,1017988199.43,3404634924.97,3183865288.91,220769636.06,573091543.1,3977726468.07,3688458617.64,289267850.43,4780337943.19,8157040154.19,,,,710946029.35,774348529.85,124391898.29,,,,,,,,,,,,,,,3404634924.97,1.0
600039.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.32,0.32,43535657372.14,43535657372.14,,,,,,,,,,,,,,,1362668.43,-84648367.83,-85417868.68,,40033093569.56,37221376598.93,,,98998729.05,8740168.8,715832028.25,1188184005.46,1077339.15,,,,,,,,,,,3470213190.01,50578591.57,43970214.83,,3476821566.75,688692321.5,2788129245.25,2779546725.85,8582519.4,41244131.73,2829373376.98,2827179278.74,2194098.24,4739836352.47,5609040080.63,,,,560207472.94,1225626851.47,82892901.79,,,,,,,,,,,,,,,2788129245.25,0.0
600905.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.1333,0.1333,14735816204.92,14735816204.92,,,,,,,,,,,,,,,9803367.54,915099830.46,413312675.09,,11098905323.82,7801417021.39,,,131965549.08,,723220015.03,2057131288.42,,,,,,,,,,,,4719392200.46,57779848.06,31911793.35,,4745260255.17,575457783.12,4169802472.05,3815195092.4,354607379.65,17445138.47,4187247610.52,3848447323.17,338800287.35,5851435587.07,12742272034.07,,,,9032328.06,2099063184.29,39364466.62,,,,,,,,,,,,,,,4169802472.05,1.0
000596.SZ,20250830,20250830.0,20250630,1.0,1.0,2.0,6.93,6.93,13879852202.75,13879852202.75,,,,,,,,,,,,,,,528360.62,-17291463.64,194023.79,,8875415811.58,2793535258.54,,,2175977722.16,3511408555.96,671417776.78,-315707816.32,954415.89,,,,,,,,,,,5037846957.22,28399359.59,2028341.63,,5064217975.18,1286677231.21,3777540743.97,3661585785.94,115954958.03,17285058.3,3794825802.27,3677636300.18,117189502.09,4738865097.25,5123810580.56,,,,40317747.37,5553600.24,324132039.22,,,,,,,,,,,,,,,3777540743.97,1.0
002044.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-232777419.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002074.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306801690.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002157.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299620711.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002168.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14650741.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002181.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53141064.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002203.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801379708.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000826.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-368187244.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000887.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029095746.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601118.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,-0.0411,-0.0411,22855609908.72,22855609908.72,,,,,,,,,,,,,,,2890474.66,2612143.63,-2708220.32,,23390936769.67,22089061140.01,,,52154419.87,144974480.83,624884638.01,301184281.96,-181885401.64,,,,,,,,,,,-261339976.68,24611018.84,5864623.03,,-242593580.87,15360783.34,-257954364.21,-176047234.24,-81907129.97,291192702.19,33238337.98,-54443818.86,87682156.84,37753823.6,438740823.95,,,,10176559.33,360828080.43,54795342.47,,,,,,,,,,,,,,,-257954364.21,1.0
000792.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3284437094.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000425.SZ,20250830,20250830.0,20250630,1.0,1.0,2.0,0.37,0.37,54808231312.22,54808231312.22,,,,,,,,,,,,,,,-74937711.39,-111262398.04,122494390.63,,49568700035.82,42734331579.97,,,280142538.89,2615540712.99,1529875610.59,-104687282.41,-407326737.61,,,,,,,,,,,5294405184.61,48706973.62,89049977.74,,5254062180.49,837367857.4,4416694323.09,4358409242.35,58285080.74,90758589.97,4507452913.06,4446954449.13,60498463.93,5421587506.31,7583679765.83,,,,1952978080.3,751620236.02,133555772.42,,,,,,,,,,,,,,,4416694323.09,1.0
000538.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220316255.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600482.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.41,0.41,27650754250.81,27650754250.81,,,,,,,,,,,,,,,427519.28,109567364.52,50826434.98,,26072185676.48,23091701293.95,,,297865530.85,190502224.72,1147339135.29,-177817184.67,-139400643.69,,,,,,,,,,,1973933681.33,19594854.51,7953580.81,,1985574955.03,229331570.46,1756243384.57,919223540.8,837019843.77,48718208.36,1804961592.93,966461889.66,838499703.27,1703366776.27,2417370229.47,,,,1378778296.78,73129499.19,298666097.88,,,,,,,,,,,,,,,1756243384.57,1.0
000938.SZ,20250830,20250830.0,20250630,1.0,1.0,2.0,0.3639,0.3639,47424779079.45,47424779079.45,,,,,,,,,,,,,,,-109544074.36,38279030.11,-1272082.95,,46305926977.7,40199473896.75,,,139569962.94,1911008485.47,504294400.71,710462025.1,-258173472.87,,,,,,,,,,,1388304522.15,25059002.27,12315413.24,,1401048111.18,116187842.64,1284860268.54,1040890248.51,243970020.03,3693054.66,1288553323.2,1043984647.74,244568675.46,,,,,,2447546199.31,634748440.03,80075411.14,,,,,,,,,,,,,,,1284860268.54,1.0
600348.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.22,0.22,11239594090.35,11239594090.35,,,,,,,,,,,,,,,,28335704.79,28335704.79,,9935627982.28,7512658707.88,,,959360565.92,70345521.32,674104518.83,264480501.23,-25027669.36,,,,,,,,,,,1362121046.29,6325430.1,99490059.46,,1268956416.93,319293651.41,949662765.52,782636331.3,167026434.22,-1601237.94,948061527.58,781035093.36,167026434.22,1599178607.7,2806210083.32,,,,304653472.56,309211680.71,47374731.32,,,,,,,,,,,,,,,949662765.52,1.0
601577.SH,20250830,20250830.0,20250630,1.0,2.0,2.0,1.08,1.08,13249374000.0,13249374000.0,19221476000.0,,1163986000.0,968306000.0,2621695000.0,1242000.0,,,,,,,,1279000.0,-548309000.0,3184417000.0,,-20789000.0,8116340000.0,,9562140000.0,195680000.0,130346000.0,,3564801000.0,,,,,,,,8116340000.0,,,,37000.0,5133034000.0,6036000.0,21766000.0,,5117304000.0,761180000.0,4356124000.0,4328903000.0,27221000.0,-710073000.0,3646051000.0,3618830000.0,27221000.0,,,,,,,,,,,,,,,,,,,,,,,4356124000.0,1.0
600900.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15965017150.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601088.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002120.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736058293.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000876.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226343942.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601633.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6861699336.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002179.SZ,20250830,20250830.0,20250630,1.0,1.0,2.0,0.7037,0.6758,11183481970.09,11183481970.09,,,,,,,,,,,,,,,191063.04,38154278.0,38961943.42,,9565213392.12,7791889571.11,,,67780307.56,213408574.01,495790287.9,-42931596.87,-51405318.92,,,,,,,,,,,1754936393.12,28942700.88,9033494.24,,1774845599.76,235829692.68,1539015907.08,1436843988.19,102171918.89,-1931.89,1539013975.19,1436842056.3,102171918.89,1673427357.97,2016854090.05,,,,883462186.66,10265213.39,41213066.19,,,,,,,,,,,,,,,1539015907.08,0.0
000661.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145685595.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601816.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8502523714.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000100.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601156.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.81,0.81,11256449533.71,11256449533.71,,,,,,,,,,,,,,,257968.42,-418924.2,-1634924.2,,9551004709.57,9147662304.59,,,18603248.06,129920712.99,173027396.67,50167730.23,41458.6,,,,,,,,,,,1929609275.49,1132908.73,988432.2,,1929753752.02,464294906.8,1465458845.22,1288727842.23,176731002.99,-6802237.03,1458656608.19,1282474365.2,176182242.99,1938178625.97,2708655019.63,,,,30729064.41,95749795.52,61607239.87,,,,,,,,,,,,,,,1465458845.22,1.0
600884.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.096,0.096,9858484315.28,9858484315.28,,,,,,,,,,,,,,,-18453000.0,5402531.26,2726931.26,,9646699936.86,8249225096.47,,,67199079.67,135800467.89,257275296.06,273041490.01,-162888685.45,,,,,,,,,,,316954395.57,3638485.2,5433466.57,,315159414.2,76236663.31,238922750.89,207308198.84,31614552.05,75968169.04,314890919.93,283172110.78,31718809.15,648548387.33,1620189270.24,,,,512503725.65,261647123.36,14623203.51,,,,,,,,,,,,,,,238922750.89,1.0
601390.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.412,0.412,512501799000.0,511093310000.0,531574000.0,,876915000.0,,,,,,,,,,,,-100091000.0,651997000.0,1367392000.0,,497519742000.0,467474244000.0,269192000.0,,2460172000.0,2851356000.0,10495212000.0,3548532000.0,-546097000.0,,,,,,,,,,,15887879000.0,1062428000.0,482107000.0,,16468200000.0,3326677000.0,13141523000.0,11826602000.0,1314921000.0,69188000.0,13210711000.0,11897104000.0,1313607000.0,,,,,,8110278000.0,6186376000.0,3574563000.0,,,,,,,,,,,,,,,13141523000.0,0.0
000829.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26187151.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601162.SH,20250830,20250830.0,20250630,1.0,4.0,2.0,0.0,0.0,1221870660.87,1221870660.87,407709415.86,,,1051823656.52,857116385.44,7075384.18,,,,,424670629.39,427166616.51,139685512.31,19956448.73,115862239.13,677509132.65,37441429.96,41241682.02,1127100454.27,,1107659861.5,,15227079.42,,1095861317.99,,,,,,,,1127100454.27,,,,12881064.55,94770206.6,32724932.25,35591965.94,,91903172.91,30689962.3,61213210.61,31393363.73,29819846.88,16657666.28,77870876.89,-12125778.74,89996655.63,,,,,,,,,,,,,,,,,,,,,,,61213210.61,1.0
601127.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,1.87,1.87,62401722813.8,62401722813.8,,,,,,,,,,,,,,,43180243.1,14393850.44,-67061122.16,,59409191896.62,44345837363.43,,,1674620467.46,8940726308.18,1534142179.45,-277273155.34,-275327232.31,,,,,,,,,,,3744445876.74,23497324.62,43151647.32,,3724791554.04,647428072.78,3077363481.26,2940890216.11,136473265.15,250672.49,3077614153.75,2941075900.66,136538253.09,3444317886.83,5627703881.64,,,,2929532016.77,121874443.3,404889204.21,,,,,,,,,,,,,,,3077363481.26,1.0
600177.SH,20250830,20250830.0,20250630,1.0,1.0,2.0,0.37,0.37,5111310567.88,5111310567.88,,,,,,,,,,,,,,,,1761525950.18,1493182996.02,,5084602079.97,2489831790.91,,,112132903.1,1686520331.07,476489776.8,288752385.14,9910710.29,,,,,,,,,,,1812322101.82,9143132.48,19483069.34,,1801982164.96,105664706.09,1696317458.87,1715090623.75,-18773164.88,1132101827.65,2828419286.52,2847192451.4,-18773164.88,,,,,,39891667.86,289790515.84,16899629.12,,,,,,,,,,,,,,,1696317458.87,0.0
002242.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140135874.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002266.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677195441.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002277.SZ,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43032807.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600112.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53156371.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600026.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391466586.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600038.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245808588.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600037.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15844484.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600058.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207929906.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600059.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121747916.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600085.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613873249.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600073.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264794522.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600098.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111340956.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600086.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-600768296.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600115.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1745000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600125.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516584382.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600009.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464656211.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600153.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603251268.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600138.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169858946.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600158.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5805236.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600167.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649916431.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600170.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081060566.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600180.SH,20250830,,20250630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77095917.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
