rb_date,next_rb,fixed,old,932368,hs300_price,hs300_tr,div_price,div_tr
2022-03-14,2022-06-13,0.092521,0.0135339387338209,0.07338038379867395,0.003496011277492883,0.008586451862494293,0.012442642840328366,0.032600881112793356
2022-06-13,2022-09-12,0.009614,0.0341321414071773,-0.019193544087143577,-0.022811471566955954,-0.008249930406026174,0.02981532985357971,0.06200491213527015
2022-09-12,2022-12-12,-0.008456,0.010990770741065,-0.03441768572712389,-0.038352422439219325,-0.03709918601225848,-0.021159749808558947,-0.019311171068901456
2022-12-12,2023-03-13,0.104658,0.0922942795677101,0.027562080323961347,0.013973312833397644,0.015809653628064968,0.02780719415857691,0.028168130001424707
2023-03-13,2023-06-12,-0.052989,-0.0521142502835118,0.004053168152962305,-0.04097442403820106,-0.03709557760708304,0.006371933365160398,0.019258997223716712
2023-06-12,2023-09-11,0.066714,0.0585470228565578,0.004259928656678902,-0.020001756306080587,-0.0019590282460795194,-0.02340628801954392,0.014967316677558351
2023-09-11,2023-12-11,0.001432,-0.0085585338097029,-0.0027466356500682743,-0.09238985575987702,-0.09106735566540636,-0.017483426206519215,-0.01648992203489008
2023-12-11,2024-03-11,0.203667,0.1657411154675686,0.21869404645070034,0.04965958315928032,0.05066022785451296,0.08786140155836297,0.08860592103464904
2024-03-11,2024-06-17,0.017643,0.0282551896200131,0.07023352966845531,-0.014784342247371907,-0.007605649692570937,-0.007259488373703271,0.01093230238431353
2024-06-17,2024-09-16,-0.130685,-0.0771705969360777,-0.14062063852301787,-0.10659797218402844,-0.08923811482907229,-0.13708715594265386,-0.10832630803764698
2024-09-16,2024-12-16,0.22862,0.1797789919033604,0.2049103249842401,0.2336263062162336,0.2373065211983012,0.16992403999786299,0.17482170435831534
2024-12-16,2025-03-17,-0.050417,-0.0357526262750019,-0.05276949795148467,0.021715091940327946,0.02505454433967902,-0.016953039961631666,-0.012628858933436793
2025-03-17,2025-06-16,0.015544,0.0081313268922393,-0.00048422234795997277,-0.030772838666733304,-0.024854918226003386,-0.0063828805472240235,0.009251881950525176
2025-06-16,2025-09-15,0.1547,0.1006798666064949,0.11706249008996417,0.17018468529737163,0.1868328223954454,0.01520410138818451,0.0397956121187788
2025-09-15,2025-12-15,0.053668,0.0385982254491399,0.039918147862221476,0.004192293511857681,0.008403816165876377,-0.009817500487195208,-0.003155422986852896
2025-12-15,2026-03-16,0.150922,0.1482827617006343,0.15110611042528488,0.02625174327682367,0.029503462633981403,0.08343965485709792,0.08698369820718854
2026-03-16,2026-06-04,-0.080216,-0.0660378510246574,-0.12699194135521907,0.04991616182271974,0.05307191298314362,-0.03904525317473195,-0.03203706699489839
